PARK_Coscojar.SetpointApplied;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.SetpointRequest;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.CECOELSetpointReceived;FLOAT;OPC_QUALITY_GOOD;15000
PARK_Coscojar.CECOELSetpointMotive;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.CECORESetpointReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.CECORESetpointMotive;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.CECORERoleReceived;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.RemainingTime;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.ActivePowerAds;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.GridConnection;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;2
PARK_Coscojar.CircuitClosed;BOOL;OPC_QUALITY_OUT_OF_SERVICE;TRUE
PARK_Coscojar.Auxiliar1;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
PARK_Coscojar.Auxiliar2;FLOAT;OPC_QUALITY_OUT_OF_SERVICE;
